codigo_dane,anio,semana_epi,temperatura_avg,humedad_avg,precipitacion_sum,presion_avg,pm10_avg,pm25_avg,fuente_pm,metodo_imputacion
05079,2018,20,,,,,28.659,14.042,IMPUTADO_PA,directo
05079,2018,21,,,,,28.455,9.983,IMPUTADO_PA,directo
05079,2018,22,,,,,24.847,17.067,IMPUTADO_PA,directo
05079,2018,23,,,,,25.079,13.463,IMPUTADO_PA,directo
05079,2018,24,,,,,22.484,8.719,IMPUTADO_PA,directo
05079,2018,25,,,,,25.782,11.791,IMPUTADO_PA,directo
05079,2018,26,,,,,16.824,16.771,IMPUTADO_PA,directo
05079,2018,27,,,,,32.603,11.91,IMPUTADO_PA,directo
05079,2018,28,,,,,18.292,9.237,IMPUTADO_PA,directo
05079,2018,29,,,,,28.645,13.324,IMPUTADO_PA,directo
05079,2018,30,,,,,31.656,12.499,IMPUTADO_PA,directo
05079,2018,31,,,,,28.629,16.152,IMPUTADO_PA,directo
05079,2018,32,,,,,37.86,14.844,IMPUTADO_PA,directo
05079,2018,33,,,,,10.954,11.563,IMPUTADO_PA,directo
05079,2018,34,,,,,20.557,19.382,IMPUTADO_PA,directo
05079,2018,35,,,,,31.535,12.916,IMPUTADO_PA,directo
05079,2018,36,,,,,15.625,5.526,IMPUTADO_PA,directo
05079,2018,37,,,,,18.467,5.53,IMPUTADO_PA,directo
05079,2018,38,,,,,26.656,14.35,IMPUTADO_PA,directo
05079,2018,39,,,,,14.624,13.644,IMPUTADO_PA,directo
05079,2018,40,,,,,23.738,2.467,IMPUTADO_PA,directo
05079,2018,41,,,,,26.254,10.411,IMPUTADO_PA,directo
05079,2018,42,,,,,24.259,15.483,IMPUTADO_PA,directo
05079,2018,43,,,,,24.824,15.735,IMPUTADO_PA,directo
05079,2018,44,,,,,19.023,14.741,IMPUTADO_PA,directo
05079,2018,45,,,,,24.622,11.674,IMPUTADO_PA,directo
05079,2018,46,,,,,20.954,15.996,IMPUTADO_PA,directo
05079,2018,47,,,,,21.749,14.702,IMPUTADO_PA,directo
05079,2018,48,,,,,28.553,11.942,IMPUTADO_PA,directo
05079,2018,49,,,,,15.346,3.837,IMPUTADO_PA,directo
05079,2018,50,,,,,8.903,6.045,IMPUTADO_PA,directo
05079,2018,51,,,,,28.056,9.519,IMPUTADO_PA,directo
05079,2018,52,,,,,24.629,11.219,IMPUTADO_PA,directo
05079,2019,1,,,,,32.766,11.219792452830188,IMPUTADO_PA,directo
05079,2019,2,,,,,34.248,11.220584905660377,IMPUTADO_PA,directo
05079,2019,3,,,,,25.571,11.221377358490566,IMPUTADO_PA,directo
05079,2019,4,,,,,34.409,11.222169811320754,IMPUTADO_PA,directo
05079,2019,5,,,,,26.572,6.292,IMPUTADO_PA,directo
05079,2019,6,,,,,20.798,19.749,IMPUTADO_PA,directo
05079,2019,7,,,,,22.308,17.119,IMPUTADO_PA,directo
05079,2019,8,,,,,16.803,13.431,IMPUTADO_PA,directo
05079,2019,9,,,,,20.483,6.062,IMPUTADO_PA,directo
05079,2019,10,,,,,23.776,13.045,IMPUTADO_PA,directo
05079,2019,11,,,,,30.992,7.072,IMPUTADO_PA,directo
05079,2019,12,,,,,36.69,18.656,IMPUTADO_PA,directo
05079,2019,13,,,,,17.414,15.728,IMPUTADO_PA,directo
05079,2019,14,,,,,28.44,12.528,IMPUTADO_PA,directo
05079,2019,15,,,,,19.536,1.177,IMPUTADO_PA,directo
05079,2019,16,,,,,28.949,7.691,IMPUTADO_PA,directo
05079,2019,17,,,,,25.186,15.184,IMPUTADO_PA,directo
05079,2019,18,,,,,14.626,17.538,IMPUTADO_PA,directo
05079,2019,19,,,,,31.767,17.073,IMPUTADO_PA,directo
05079,2019,20,,,,,22.242,4.962,IMPUTADO_PA,directo
05079,2019,21,,,,,22.683,13.452,IMPUTADO_PA,directo
05079,2019,22,,,,,19.355,16.653,IMPUTADO_PA,directo
05079,2019,23,,,,,21.936,4.665,IMPUTADO_PA,directo
05079,2019,24,,,,,28.658,12.065,IMPUTADO_PA,directo
05079,2019,25,,,,,24.824,13.328,IMPUTADO_PA,directo
05079,2019,26,,,,,28.042,10.752,IMPUTADO_PA,directo
05079,2019,27,,,,,28.248,3.796,IMPUTADO_PA,directo
05079,2019,28,,,,,34.204,10.64,IMPUTADO_PA,directo
05079,2019,29,,,,,23.871,10.633,IMPUTADO_PA,directo
05079,2019,30,,,,,16.826,11.436,IMPUTADO_PA,directo
05079,2019,31,,,,,32.63,9.574,IMPUTADO_PA,directo
05079,2019,32,,,,,23.941,10.114,IMPUTADO_PA,directo
05079,2019,33,,,,,32.924,11.922,IMPUTADO_PA,directo
05079,2019,34,,,,,28.382,14.084,IMPUTADO_PA,directo
05079,2019,35,,,,,25.185,10.735,IMPUTADO_PA,directo
05079,2019,36,,,,,28.167,10.263,IMPUTADO_PA,directo
05079,2019,37,,,,,38.12,12.514,IMPUTADO_PA,directo
05079,2019,38,,,,,38.902,3.488,IMPUTADO_PA,directo
05079,2019,39,,,,,26.431,14.239,IMPUTADO_PA,directo
05079,2019,40,,,,,26.995,12.097,IMPUTADO_PA,directo
05079,2019,41,,,,,32.686,12.278,IMPUTADO_PA,directo
05079,2019,42,,,,,20.747,16.407,IMPUTADO_PA,directo
05079,2019,43,,,,,28.069,3.345,IMPUTADO_PA,directo
05079,2019,44,,,,,25.839,3.251,IMPUTADO_PA,directo
05079,2019,45,,,,,27.95,13.328,IMPUTADO_PA,directo
05079,2019,46,,,,,20.823,12.068,IMPUTADO_PA,directo
05079,2019,47,,,,,16.125,12.863,IMPUTADO_PA,directo
05079,2019,48,,,,,13.122,10.028,IMPUTADO_PA,directo
05079,2019,49,,,,,19.059,15.079,IMPUTADO_PA,directo
05079,2019,50,,,,,23.151,16.281,IMPUTADO_PA,directo
05079,2019,51,,,,,24.179,14.27,IMPUTADO_PA,directo
05079,2019,52,,,,,38.034,10.931,IMPUTADO_PA,directo
05079,2020,1,,,,,28.0,11.261,SISAIRE_DIRECTO,directo
05079,2020,2,,,,,37.65,15.656,SISAIRE_DIRECTO,directo
05079,2020,3,,,,,28.7,13.968,SISAIRE_DIRECTO,directo
05079,2020,4,,,,,29.85,10.146,SISAIRE_DIRECTO,directo
05079,2020,5,,,,,29.933,14.03,SISAIRE_DIRECTO,directo
05079,2020,6,,,,,29.605136363636362,21.362,SISAIRE_DIRECTO,directo
05079,2020,7,,,,,29.277272727272727,24.182,SISAIRE_DIRECTO,directo
05079,2020,8,,,,,28.94940909090909,19.958,SISAIRE_DIRECTO,directo
05079,2020,9,,,,,28.621545454545455,24.445,SISAIRE_DIRECTO,directo
05079,2020,10,,,,,66.08268,26.31,SISAIRE_DIRECTO,directo
05079,2020,11,,,,,63.279,28.893,SISAIRE_DIRECTO,directo
05079,2020,12,,,,,66.08268,30.308,SISAIRE_DIRECTO,directo
05079,2020,13,,,,,65.74,30.933,SISAIRE_DIRECTO,directo
05079,2020,14,,,,,32.415,15.708,SISAIRE_DIRECTO,directo
05079,2020,15,,,,,18.882,9.962,SISAIRE_DIRECTO,directo
05079,2020,16,,,,,39.422,19.753,SISAIRE_DIRECTO,directo
05079,2020,17,,,,,28.911,13.859,SISAIRE_DIRECTO,directo
05079,2020,18,,,,,29.574,13.156,SISAIRE_DIRECTO,directo
05079,2020,19,,,,,24.176,8.32,SISAIRE_DIRECTO,directo
05079,2020,20,,,,,27.483,11.507,SISAIRE_DIRECTO,directo
05079,2020,21,,,,,27.902,10.91,SISAIRE_DIRECTO,directo
05079,2020,22,,,,,25.041,7.269,SISAIRE_DIRECTO,directo
05079,2020,23,,,,,30.286,9.67,SISAIRE_DIRECTO,directo
05079,2020,24,,,,,28.627,8.509,SISAIRE_DIRECTO,directo
05079,2020,25,,,,,28.986,8.16,SISAIRE_DIRECTO,directo
05079,2020,26,,,,,35.615,10.943,SISAIRE_DIRECTO,directo
05079,2020,27,,,,,22.72,8.369,SISAIRE_DIRECTO,directo
05079,2020,28,,,,,21.845,10.428,SISAIRE_DIRECTO,directo
05079,2020,29,,,,,15.615,9.296,SISAIRE_DIRECTO,directo
05079,2020,30,,,,,16.59,8.259,SISAIRE_DIRECTO,directo
05079,2020,31,,,,,12.075,9.094,SISAIRE_DIRECTO,directo
05079,2020,32,,,,,11.802941176470588,17.35,SISAIRE_DIRECTO,directo
05079,2020,33,,,,,11.530882352941177,11.375,SISAIRE_DIRECTO,directo
05079,2020,34,,,,,11.258823529411764,6.794,SISAIRE_DIRECTO,directo
05079,2020,35,,,,,10.986764705882353,10.708,SISAIRE_DIRECTO,directo
05079,2020,36,,,,,32.5,13.484,SISAIRE_DIRECTO,directo
05079,2020,37,,,,,31.761,9.444,SISAIRE_DIRECTO,directo
05079,2020,38,,,,,33.007,11.45,SISAIRE_DIRECTO,directo
05079,2020,39,,,,,30.382,7.231,SISAIRE_DIRECTO,directo
05079,2020,40,,,,,34.562,8.309,SISAIRE_DIRECTO,directo
05079,2020,41,,,,,29.91,7.776,SISAIRE_DIRECTO,directo
05079,2020,42,,,,,31.922,8.632,SISAIRE_DIRECTO,directo
05079,2020,43,,,,,40.311,11.821,SISAIRE_DIRECTO,directo
05079,2020,44,,,,,30.425,9.175,SISAIRE_DIRECTO,directo
05079,2020,45,,,,,28.077,6.835,SISAIRE_DIRECTO,directo
05079,2020,46,,,,,35.837,8.716,SISAIRE_DIRECTO,directo
05079,2020,47,,,,,29.684,5.92,SISAIRE_DIRECTO,directo
05079,2020,48,,,,,7.45,6.956,SISAIRE_DIRECTO,directo
05079,2020,49,,,,,17.915,9.213,SISAIRE_DIRECTO,directo
05079,2020,50,,,,,16.597,9.936,SISAIRE_DIRECTO,directo
05079,2020,51,,,,,18.86,11.498,SISAIRE_DIRECTO,directo
05079,2020,52,,,,,18.06,10.732,SISAIRE_DIRECTO,directo
05079,2020,53,,,,,10.67,8.582,SISAIRE_DIRECTO,directo
05079,2021,1,,,,,16.05,9.095,SISAIRE_DIRECTO,directo
05079,2021,2,,,,,21.555,9.964,SISAIRE_DIRECTO,directo
05079,2021,3,,,,,18.043,13.682,SISAIRE_DIRECTO,directo
05079,2021,4,,,,,29.975,15.66,SISAIRE_DIRECTO,directo
05079,2021,5,,,,,15.29,13.609,SISAIRE_DIRECTO,directo
05079,2021,6,,,,,15.225,14.379,SISAIRE_DIRECTO,directo
05079,2021,7,,,,,27.965,14.305,SISAIRE_DIRECTO,directo
05079,2021,8,,,,,21.275,11.493,SISAIRE_DIRECTO,directo
05079,2021,9,,,,,22.2,19.325,SISAIRE_DIRECTO,directo
05079,2021,10,,,,,27.175,12.609,SISAIRE_DIRECTO,directo
05079,2021,11,,,,,20.687,12.373,SISAIRE_DIRECTO,directo
05079,2021,12,,,,,14.385,10.358,SISAIRE_DIRECTO,directo
05079,2021,13,,,,,16.453,9.385,SISAIRE_DIRECTO,directo
05079,2021,14,,,,,9.91,6.794,SISAIRE_DIRECTO,directo
05079,2021,15,,,,,14.875,9.876,SISAIRE_DIRECTO,directo
05079,2021,16,,,,,13.452,13.605,SISAIRE_DIRECTO,directo
05079,2021,17,,,,,18.532,9.778,SISAIRE_DIRECTO,directo
05079,2021,18,,,,,14.225,6.984,SISAIRE_DIRECTO,directo
05079,2021,19,,,,,13.59,7.076,SISAIRE_DIRECTO,directo
05079,2021,20,,,,,22.45,7.149,SISAIRE_DIRECTO,directo
05079,2021,21,,,,,11.07,7.361,SISAIRE_DIRECTO,directo
05079,2021,22,,,,,10.433,7.639,SISAIRE_DIRECTO,directo
05079,2021,23,,,,,13.57,7.551,SISAIRE_DIRECTO,directo
05079,2021,24,,,,,13.53,8.001,SISAIRE_DIRECTO,directo
05079,2021,25,,,,,13.08,7.376,SISAIRE_DIRECTO,directo
05079,2021,26,,,,,13.693,7.489,SISAIRE_DIRECTO,directo
05079,2021,27,,,,,17.615,7.861,SISAIRE_DIRECTO,directo
05079,2021,28,,,,,14.445,8.749,SISAIRE_DIRECTO,directo
05079,2021,29,,,,,18.413,10.29,SISAIRE_DIRECTO,directo
05079,2021,30,,,,,18.005,7.796,SISAIRE_DIRECTO,directo
05079,2021,31,,,,,31.045,13.326,SISAIRE_DIRECTO,directo
05079,2021,32,,,,,11.897,8.024,SISAIRE_DIRECTO,directo
05079,2021,33,,,,,11.335,7.575,SISAIRE_DIRECTO,directo
05079,2021,34,,,,,15.24,8.613,SISAIRE_DIRECTO,directo
05079,2021,35,,,,,21.745,7.876,SISAIRE_DIRECTO,directo
05079,2021,36,,,,,16.785,9.448,SISAIRE_DIRECTO,directo
05079,2021,37,,,,,11.63,9.163,SISAIRE_DIRECTO,directo
05079,2021,38,,,,,14.63,7.66,SISAIRE_DIRECTO,directo
05079,2021,39,,,,,27.62,8.54,SISAIRE_DIRECTO,directo
05079,2021,40,,,,,14.367,7.206,SISAIRE_DIRECTO,directo
05079,2021,41,,,,,16.9,8.541,SISAIRE_DIRECTO,directo
05079,2021,42,,,,,18.79,10.189,SISAIRE_DIRECTO,directo
05079,2021,43,,,,,14.19,10.052,SISAIRE_DIRECTO,directo
05079,2021,44,,,,,11.507,6.439,SISAIRE_DIRECTO,directo
05079,2021,45,,,,,19.527,11.204,SISAIRE_DIRECTO,directo
05079,2021,46,,,,,18.03,11.101,SISAIRE_DIRECTO,directo
05079,2021,47,,,,,15.74,8.079,SISAIRE_DIRECTO,directo
05079,2021,48,,,,,16.967,7.907,SISAIRE_DIRECTO,directo
05079,2021,49,,,,,23.645,10.722,SISAIRE_DIRECTO,directo
05079,2021,50,,,,,22.49,10.81,SISAIRE_DIRECTO,directo
05079,2021,51,,,,,17.077,8.714,SISAIRE_DIRECTO,directo
05079,2021,52,,,,,20.9,10.737,SISAIRE_DIRECTO,directo
05079,2022,1,,,,,21.34,11.76,SISAIRE_DIRECTO,directo
05079,2022,2,,,,,17.2,8.206,SISAIRE_DIRECTO,directo
05079,2022,3,,,,,22.115,14.028,SISAIRE_DIRECTO,directo
05079,2022,4,,,,,22.43,14.584,SISAIRE_DIRECTO,directo
05079,2022,5,,,,,26.767,16.342,SISAIRE_DIRECTO,directo
05079,2022,6,,,,,23.605,11.258,SISAIRE_DIRECTO,directo
05079,2022,7,,,,,21.235,15.34,SISAIRE_DIRECTO,directo
05079,2022,8,,,,,21.19,19.145,SISAIRE_DIRECTO,directo
05079,2022,9,,,,,23.455,9.919,SISAIRE_DIRECTO,directo
05079,2022,10,,,,,18.36,11.343,SISAIRE_DIRECTO,directo
05079,2022,11,,,,,26.457,18.135,SISAIRE_DIRECTO,directo
05079,2022,12,,,,,21.823500000000003,20.366,SISAIRE_DIRECTO,directo
05079,2022,13,,,,,17.19,11.516,SISAIRE_DIRECTO,directo
05079,2022,14,,,,,7.725,8.369,SISAIRE_DIRECTO,directo
05079,2022,15,,,,,15.11,13.509,SISAIRE_DIRECTO,directo
05079,2022,16,,,,,9.493,6.307,SISAIRE_DIRECTO,directo
05079,2022,17,,,,,15.33,9.091,SISAIRE_DIRECTO,directo
05079,2022,18,,,,,13.96,9.564,SISAIRE_DIRECTO,directo
05079,2022,19,,,,,15.333,8.962,SISAIRE_DIRECTO,directo
05079,2022,20,,,,,13.995,8.61,SISAIRE_DIRECTO,directo
05079,2022,21,,,,,12.985,7.897,SISAIRE_DIRECTO,directo
05079,2022,22,,,,,17.837,10.271,SISAIRE_DIRECTO,directo
05079,2022,23,,,,,14.975,9.726,SISAIRE_DIRECTO,directo
05079,2022,24,,,,,9.245,8.044,SISAIRE_DIRECTO,directo
05079,2022,25,,,,,13.36,7.912,SISAIRE_DIRECTO,directo
05079,2022,26,,,,,13.52,7.618,SISAIRE_DIRECTO,directo
05079,2022,27,,,,,13.395,6.1,SISAIRE_DIRECTO,directo
05079,2022,28,,,,,9.635,7.196,SISAIRE_DIRECTO,directo
05079,2022,29,,,,,10.983,7.07,SISAIRE_DIRECTO,directo
05079,2022,30,,,,,13.73,7.501,SISAIRE_DIRECTO,directo
05079,2022,31,,,,,10.885,7.516,SISAIRE_DIRECTO,directo
05079,2022,32,,,,,16.33,8.591,SISAIRE_DIRECTO,directo
05079,2022,33,,,,,15.765,8.183,SISAIRE_DIRECTO,directo
05079,2022,34,,,,,16.425,11.945,SISAIRE_DIRECTO,directo
05079,2022,35,,,,,16.36,8.226,SISAIRE_DIRECTO,directo
05079,2022,36,,,,,14.445,13.567,SISAIRE_DIRECTO,directo
05079,2022,37,,,,,11.285,7.906,SISAIRE_DIRECTO,directo
05079,2022,38,,,,,10.823,10.145,SISAIRE_DIRECTO,directo
05079,2022,39,,,,,11.02,8.245,SISAIRE_DIRECTO,directo
05079,2022,40,,,,,15.03,9.194,SISAIRE_DIRECTO,directo
05079,2022,41,,,,,20.453,11.22,SISAIRE_DIRECTO,directo
05079,2022,42,,,,,14.355,7.382,SISAIRE_DIRECTO,directo
05079,2022,43,,,,,18.38,6.229,SISAIRE_DIRECTO,directo
05079,2022,44,,,,,17.703,10.214,SISAIRE_DIRECTO,directo
05079,2022,45,,,,,10.385,8.152,SISAIRE_DIRECTO,directo
05079,2022,46,,,,,11.32,7.14,SISAIRE_DIRECTO,directo
05079,2022,47,,,,,15.043,7.321,SISAIRE_DIRECTO,directo
05079,2022,48,,,,,22.445,9.562,SISAIRE_DIRECTO,directo
05079,2022,49,,,,,11.97,9.796,SISAIRE_DIRECTO,directo
05079,2022,50,,,,,21.747,10.682,SISAIRE_DIRECTO,directo
05079,2022,51,,,,,20.645,14.191,SISAIRE_DIRECTO,directo
05079,2022,52,,,,,21.037,12.7,SISAIRE_DIRECTO,directo
05079,2023,1,,,,,23.87,9.541,SISAIRE_DIRECTO,directo
05079,2023,2,,,,,17.635,8.775,SISAIRE_DIRECTO,directo
05079,2023,3,,,,,21.015,11.975,SISAIRE_DIRECTO,directo
05079,2023,4,,,,,20.447,13.997,SISAIRE_DIRECTO,directo
05079,2023,5,,,,,32.905,18.937,SISAIRE_DIRECTO,directo
05079,2023,6,,,,,28.69,16.496,SISAIRE_DIRECTO,directo
05079,2023,7,,,,,22.35,10.224,SISAIRE_DIRECTO,directo
05079,2023,8,,,,,32.48,20.646,SISAIRE_DIRECTO,directo
05079,2023,9,,,,,31.21,17.021,SISAIRE_DIRECTO,directo
05079,2023,10,,,,,23.293,13.175,SISAIRE_DIRECTO,directo
05079,2023,11,,,,,22.02,12.979,SISAIRE_DIRECTO,directo
05079,2023,12,,,,,45.32,24.458,SISAIRE_DIRECTO,directo
05079,2023,13,,,,,16.27,16.809,SISAIRE_DIRECTO,directo
05079,2023,14,,,,,17.635,13.24,SISAIRE_DIRECTO,directo
05079,2023,15,,,,,26.89,9.757,SISAIRE_DIRECTO,directo
05079,2023,16,,,,,23.333,11.1,SISAIRE_DIRECTO,directo
05079,2023,17,,,,,22.58,8.442,SISAIRE_DIRECTO,directo
05079,2023,18,,,,,30.645,12.221,SISAIRE_DIRECTO,directo
05079,2023,19,,,,,17.963,10.818,SISAIRE_DIRECTO,directo
05079,2023,20,,,,,15.07,9.11,SISAIRE_DIRECTO,directo
05079,2023,21,,,,,27.01,11.652,SISAIRE_DIRECTO,directo
05079,2023,22,,,,,31.67,9.925,SISAIRE_DIRECTO,directo
05079,2023,23,,,,,26.505,8.446,SISAIRE_DIRECTO,directo
05079,2023,24,,,,,16.8,10.457,SISAIRE_DIRECTO,directo
05079,2023,25,,,,,18.74,7.928,SISAIRE_DIRECTO,directo
05079,2023,26,,,,,25.277,11.24,SISAIRE_DIRECTO,directo
05079,2023,27,,,,,15.085,8.067,SISAIRE_DIRECTO,directo
05079,2023,28,,,,,13.157,10.033,SISAIRE_DIRECTO,directo
05079,2023,29,,,,,29.45,11.67,SISAIRE_DIRECTO,directo
05079,2023,30,,,,,20.015,12.724,SISAIRE_DIRECTO,directo
05079,2023,31,,,,,19.62,13.513,SISAIRE_DIRECTO,directo
05079,2023,32,,,,,16.123,11.778,SISAIRE_DIRECTO,directo
05079,2023,33,,,,,20.115,8.797,SISAIRE_DIRECTO,directo
05079,2023,34,,,,,9.035,9.414,SISAIRE_DIRECTO,directo
05079,2023,35,,,,,20.88,14.115,SISAIRE_DIRECTO,directo
05079,2023,36,,,,,21.395,12.668,SISAIRE_DIRECTO,directo
05079,2023,37,,,,,18.18,10.985,SISAIRE_DIRECTO,directo
05079,2023,38,,,,,18.617,14.172,SISAIRE_DIRECTO,directo
05079,2023,39,,,,,18.45,10.159,SISAIRE_DIRECTO,directo
05079,2023,40,,,,,21.345,12.042,SISAIRE_DIRECTO,directo
05079,2023,41,,,,,23.423,12.679,SISAIRE_DIRECTO,directo
05079,2023,42,,,,,26.625,13.2,SISAIRE_DIRECTO,directo
05079,2023,43,,,,,25.34,12.677,SISAIRE_DIRECTO,directo
05079,2023,44,,,,,19.897,9.145,SISAIRE_DIRECTO,directo
05079,2023,45,,,,,15.425,9.2,SISAIRE_DIRECTO,directo
05079,2023,46,,,,,28.535,9.756,SISAIRE_DIRECTO,directo
05079,2023,47,,,,,19.08,8.772,SISAIRE_DIRECTO,directo
05079,2023,48,,,,,23.885,12.8,SISAIRE_DIRECTO,directo
05079,2023,49,,,,,26.175,14.85,SISAIRE_DIRECTO,directo
05079,2023,50,,,,,20.5,12.914,SISAIRE_DIRECTO,directo
05079,2023,51,,,,,22.86,11.657,SISAIRE_DIRECTO,directo
05079,2023,52,,,,,21.915,10.488,SISAIRE_DIRECTO,directo
05088,2018,1,20.848,74.988,22.1,859.192,31.479,22.415,IMPUTADO_PA,directo
05088,2018,2,20.886,76.917,5.9,858.515,34.866,19.594,IMPUTADO_PA,directo
05088,2018,3,20.816,75.774,0.0,858.074,38.481,17.242,IMPUTADO_PA,directo
05088,2018,4,22.17,70.667,5.5,856.095,35.28,20.604,IMPUTADO_PA,directo
05088,2018,5,22.569,73.407,18.7,856.23,30.381,22.258,IMPUTADO_PA,directo
05088,2018,6,22.253,67.928,0.4,857.345,53.203,18.324,IMPUTADO_PA,directo
05088,2018,7,21.887,71.783,35.7,858.467,46.097,19.13,IMPUTADO_PA,directo
05088,2018,8,21.208,66.162,10.9,858.981,40.894,18.64,IMPUTADO_PA,directo
05088,2018,9,21.724,66.44,0.8,858.518,36.31,18.089,IMPUTADO_PA,directo
05088,2018,10,23.739,60.055,0.4,857.01,39.976,15.4,IMPUTADO_PA,directo
05088,2018,11,23.391,64.933,5.3,857.702,41.412,15.132,IMPUTADO_PA,directo
05088,2018,12,22.007,74.429,24.9,857.546,39.587,22.338,IMPUTADO_PA,directo
05088,2018,13,21.603,75.912,3.7,857.807,40.12,17.235,IMPUTADO_PA,directo
05088,2018,14,21.029,75.119,0.0,858.682,43.059,17.152,IMPUTADO_PA,directo
05088,2018,15,21.055,78.262,1.5,859.401,35.302,11.486,IMPUTADO_PA,directo
05088,2018,16,22.474,72.256,0.0,858.613,28.226,10.893,IMPUTADO_PA,directo
05088,2018,17,21.732,78.083,1.6,859.124,42.813,23.374,IMPUTADO_PA,directo
05088,2018,18,21.627,77.119,0.2,859.229,28.181,15.623,IMPUTADO_PA,directo
05088,2018,19,20.71,82.821,0.0,860.04,34.033,7.271,IMPUTADO_PA,directo
05088,2018,20,21.026,79.274,0.0,858.608,40.004,27.305,IMPUTADO_PA,directo
05088,2018,21,22.152,76.577,0.0,858.671,40.188,16.218,IMPUTADO_PA,directo
05088,2018,22,22.266,74.97,0.1,858.334,35.536,12.493,IMPUTADO_PA,directo
05088,2018,23,23.576,71.548,0.0,857.985,36.825,18.67,IMPUTADO_PA,directo
05088,2018,24,23.145,69.274,0.0,859.093,39.453,21.242,IMPUTADO_PA,directo
05088,2018,25,22.557,69.541,0.0,859.033,33.149,20.786,IMPUTADO_PA,directo
05088,2018,26,21.214,75.393,0.0,858.696,47.291,21.64,IMPUTADO_PA,directo
05088,2018,27,22.576,71.054,0.0,857.879,31.933,14.691,IMPUTADO_PA,directo
05088,2018,28,24.043,59.387,0.0,857.97,36.182,23.27,IMPUTADO_PA,directo
05088,2018,29,23.221,64.5,0.0,858.321,34.649,23.523,IMPUTADO_PA,directo
05088,2018,30,22.318,72.827,0.0,859.484,38.152,23.713,IMPUTADO_PA,directo
05088,2018,31,21.323,75.946,0.0,859.02,46.899,19.261,IMPUTADO_PA,directo
05088,2018,32,24.322,50.106,0.0,858.088,31.607,16.954,IMPUTADO_PA,directo
05088,2018,33,24.52,56.269,0.0,858.796,40.11,16.631,IMPUTADO_PA,directo
05088,2018,34,26.948,41.448,0.0,857.233,41.24,12.475,IMPUTADO_PA,directo
05088,2018,35,26.699,47.476,0.0,856.754,44.355,16.296,IMPUTADO_PA,directo
05088,2018,36,23.402,66.021,0.0,857.779,32.55,9.392,IMPUTADO_PA,directo
05088,2018,37,23.926,63.355,0.0,857.395,32.308,12.026,IMPUTADO_PA,directo
05088,2018,38,27.409,42.697,0.0,854.391,36.256,19.221,IMPUTADO_PA,directo
05088,2018,39,26.421,49.273,0.0,856.682,36.379,17.357,IMPUTADO_PA,directo
05088,2018,40,26.350153846153844,51.61181818181819,0.0,857.1563636363636,31.195,19.057,IMPUTADO_PA,directo
05088,2018,41,26.279307692307693,53.95063636363636,0.0,857.6307272727273,41.394,20.93,IMPUTADO_PA,directo
05088,2018,42,26.20846153846154,56.28945454545455,0.0,858.1050909090909,40.746,19.733,IMPUTADO_PA,directo
05088,2018,43,26.137615384615383,58.62827272727273,0.0,858.5794545454545,49.77,19.403,IMPUTADO_PA,directo
05088,2018,44,19.143,80.647,121.576,851.735,35.476,17.976,IMPUTADO_PA,directo
05088,2018,45,19.776,79.479,36.817,850.704,31.05,15.497,IMPUTADO_PA,directo
05088,2018,46,20.521,78.102,43.536,850.834,31.926,13.67,IMPUTADO_PA,directo
05088,2018,47,20.163,79.355,228.883,851.252,39.39,18.037,IMPUTADO_PA,directo
05088,2018,48,19.569,80.197,38.901,851.671,32.678,18.49,IMPUTADO_PA,directo
05088,2018,49,19.921,73.256,11.767,852.01,41.862,21.649,IMPUTADO_PA,directo
05088,2018,50,20.673,75.0,0.0,861.9,33.365,17.706,IMPUTADO_PA,directo
05088,2018,51,20.359,60.0,0.0,859.9,38.497,20.34,IMPUTADO_PA,directo
05088,2018,52,25.5,45.0,0.0,857.9,36.935,12.912,IMPUTADO_PA,directo
05088,2019,1,25.5,45.5,0.0,858.5999999999999,1.809,19.475,IMPUTADO_PA,directo
05088,2019,2,25.5,46.0,0.0,859.3,0.0,19.206,IMPUTADO_PA,directo
05088,2019,3,25.5,0.0,0.0,635.4347,14.916,23.471,IMPUTADO_PA,directo
05088,2019,4,25.5,0.0,0.0,635.4347,9.518,17.561,IMPUTADO_PA,directo
05088,2019,5,20.58,0.0,0.0,635.4347,0.243,9.534,IMPUTADO_PA,directo
05088,2019,6,20.98,0.0,0.0,635.4347,0.757,17.407,IMPUTADO_PA,directo
05088,2019,7,21.846,0.0,0.0,635.4347,19.489,21.158,IMPUTADO_PA,directo
05088,2019,8,20.703,0.0,0.0,635.4347,2.189,14.122,IMPUTADO_PA,directo
05088,2019,9,19.816,0.0,0.0,635.4347,17.132,19.376,IMPUTADO_PA,directo
05088,2019,10,21.132,0.0,0.0,635.4347,8.82,13.952,IMPUTADO_PA,directo
05088,2019,11,21.176,0.0,0.0,635.4347,0.0,25.276,IMPUTADO_PA,directo
05088,2019,12,19.429,0.0,0.0,635.4347,4.715,13.734,IMPUTADO_PA,directo
05088,2019,13,20.277,77.78,65.8,851.568,12.259,16.563,IMPUTADO_PA,directo
05088,2019,14,19.479,79.571,81.5,852.8,0.0,19.399,IMPUTADO_PA,directo
05088,2019,15,20.662,76.226,45.8,851.452,3.775,20.418,IMPUTADO_PA,directo
05088,2019,16,20.265,78.427,30.4,851.758,3.47,23.241,IMPUTADO_PA,directo
05088,2019,17,20.518,77.292,35.1,851.69,10.602,16.132,IMPUTADO_PA,directo
