codigo_dane,anio,semana_epi,fecha_semana,casos_ira_total,tasa_ira_100k,pm25_avg,pm10_avg,temperatura_avg,humedad_avg,precipitacion_sum,presion_avg,fuente_pm,pm25_lag1,pm25_lag2,casos_ira_lag1,icv_score,nbi,ipm_pct,icv_hacinamiento,icv_menores_6,icv_seg_social,pct_vivienda_acueducto,icv_paredes,icv_pisos,edad_promedio,rezago_reporte_dias,pct_regimen_contributivo,pct_regimen_especial_excepcion,pct_regimen_otros,pct_regimen_subsidiado,periodo_pandemia,subregion,poblacion_total,ipt_score,nivel_riesgo
05001,2020,53,2020-12-28,3,0.1205,15.154,33.573,21.343,70.726,1.006,851.321,SISAIRE_DIRECTO,20.145,16.745,1.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,14.0,0.0,0.0,0.0,1.0,True,Valle de Aburrá,2489955.0,9.82,BAJO
05001,2021,1,2021-01-04,13,0.5583,13.939,35.389,20.798,72.596,4.157,851.444,SISAIRE_DIRECTO,15.154,20.145,3.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.4285714285714285,0.0,0.2857142857142857,0.2857142857142857,True,Valle de Aburrá,2507620.0,39.58,MEDIO
05001,2021,2,2021-01-11,13,0.9172,14.428,35.277,22.227,69.404,9.776,850.976,SISAIRE_DIRECTO,13.939,15.154,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.1739130434782608,0.0434782608695652,0.217391304347826,0.5652173913043478,True,Valle de Aburrá,2507620.0,43.74,MEDIO
05001,2021,3,2021-01-18,13,0.6381,18.636,45.022,22.061,66.243,3.492,850.587,SISAIRE_DIRECTO,14.428,13.939,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.4375,0.0,0.0625,0.5,True,Valle de Aburrá,2507620.0,69.8,ALTO
05001,2021,4,2021-01-25,10,0.3988,18.265,46.249,22.497,64.086,0.004,850.114,SISAIRE_DIRECTO,18.636,14.428,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.2,0.0,0.2,0.6,True,Valle de Aburrá,2507620.0,62.84,MEDIO
05001,2021,5,2021-02-01,13,0.5184,17.113,40.057,23.398,62.156,1.098,850.525,SISAIRE_DIRECTO,18.265,18.636,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.6153846153846154,True,Valle de Aburrá,2507620.0,64.36,MEDIO
05001,2021,6,2021-02-08,8,0.319,21.128,44.528,21.886,68.111,2.532,850.927,SISAIRE_DIRECTO,17.113,18.265,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.25,0.0,0.125,0.625,True,Valle de Aburrá,2507620.0,59.67,MEDIO
05001,2021,7,2021-02-15,10,0.3988,21.041,42.658,21.082,70.154,0.768,852.497,SISAIRE_DIRECTO,21.128,17.113,8.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.1,0.4,True,Valle de Aburrá,2507620.0,69.08,ALTO
05001,2021,8,2021-02-22,11,0.4387,19.625,42.308,22.011,68.726,13.375,850.612,SISAIRE_DIRECTO,21.041,21.128,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.3636363636363636,0.0,0.0909090909090909,0.5454545454545454,True,Valle de Aburrá,2507620.0,68.62,ALTO
05001,2021,9,2021-03-01,10,0.3988,26.126,52.466,21.064,72.81,51.03,850.892,SISAIRE_DIRECTO,19.625,21.041,11.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.5,0.0,0.2,0.3,True,Valle de Aburrá,2507620.0,74.63,ALTO
05001,2021,10,2021-03-08,11,0.4387,19.402,42.175,20.119,75.881,22.298,852.523,SISAIRE_DIRECTO,26.126,19.625,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.3636363636363636,0.0,0.0,0.6363636363636364,True,Valle de Aburrá,2507620.0,68.21,ALTO
05001,2021,11,2021-03-15,9,0.3589,19.789,41.14,19.773,80.122,121.614,851.947,SISAIRE_DIRECTO,19.402,26.126,11.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,True,Valle de Aburrá,2507620.0,62.14,MEDIO
05001,2021,12,2021-03-22,12,0.4785,16.604,36.284,20.633,77.239,53.73,851.36,SISAIRE_DIRECTO,19.789,19.402,9.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.0833333333333333,0.4166666666666667,True,Valle de Aburrá,2507620.0,45.36,MEDIO
05001,2021,13,2021-03-29,6,0.2393,14.046,30.521,21.969,72.295,14.651,849.634,SISAIRE_DIRECTO,16.604,19.789,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.3333333333333333,0.0,0.0,0.6666666666666666,True,Valle de Aburrá,2507620.0,19.78,BAJO
05001,2021,14,2021-04-05,7,0.2791,12.66,29.33,21.491,74.724,13.827,851.088,SISAIRE_DIRECTO,14.046,16.604,6.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.7142857142857143,0.0,0.0,0.2857142857142857,True,Valle de Aburrá,2507620.0,19.47,BAJO
05001,2021,15,2021-04-12,7,0.2791,14.516,34.412,22.434,68.592,9.414,850.788,SISAIRE_DIRECTO,12.66,14.046,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.4285714285714285,0.0,0.2857142857142857,0.2857142857142857,True,Valle de Aburrá,2507620.0,23.32,BAJO
05001,2021,16,2021-04-19,12,0.4785,19.39,40.584,27.0,46.0,0.0,848.1,SISAIRE_DIRECTO,14.516,12.66,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.4166666666666667,0.0,0.0833333333333333,0.5,True,Valle de Aburrá,2507620.0,69.45,ALTO
05001,2021,17,2021-04-26,3,0.1196,18.766,40.409,22.6665,66.0,0.0,851.1165000000001,SISAIRE_DIRECTO,19.39,14.516,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,3.0,0.6666666666666666,0.0,0.0,0.3333333333333333,True,Valle de Aburrá,2507620.0,37.13,MEDIO
05001,2021,18,2021-05-03,11,0.4387,15.207,33.256,18.333,86.0,0.321,854.133,SISAIRE_DIRECTO,18.766,19.39,3.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.0909090909090909,0.0,0.2727272727272727,0.6363636363636364,True,Valle de Aburrá,2507620.0,39.15,MEDIO
05001,2021,19,2021-05-10,7,0.2791,13.474,34.221,21.725,71.821,13.605,851.904,SISAIRE_DIRECTO,15.207,18.766,11.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,1.0,0.0,0.0,0.0,True,Valle de Aburrá,2507620.0,20.58,BAJO
05001,2021,20,2021-05-17,10,0.3988,14.219,34.396,22.011,74.808,11.27,851.655,SISAIRE_DIRECTO,13.474,15.207,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.4,0.0,0.1,0.5,True,Valle de Aburrá,2507620.0,34.43,MEDIO
05001,2021,21,2021-05-24,10,0.3988,16.552,39.043,21.376,77.083,40.812,852.389,SISAIRE_DIRECTO,14.219,13.474,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.0,0.5,True,Valle de Aburrá,2507620.0,41.25,MEDIO
05001,2021,22,2021-05-31,9,0.3589,14.312,36.442,21.812,74.125,44.339,851.655,SISAIRE_DIRECTO,16.552,14.219,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.4444444444444444,0.0,0.0,0.5555555555555556,True,Valle de Aburrá,2507620.0,30.4,BAJO
05001,2021,23,2021-06-07,11,0.4387,17.371,41.376,20.73,79.503,63.645,852.709,SISAIRE_DIRECTO,14.312,16.552,9.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.3636363636363636,0.0,0.0909090909090909,0.5454545454545454,True,Valle de Aburrá,2507620.0,62.55,MEDIO
05001,2021,24,2021-06-14,10,0.3988,14.405,37.558,21.66,72.827,53.314,852.756,SISAIRE_DIRECTO,17.371,14.312,11.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.4,0.0,0.1,0.5,True,Valle de Aburrá,2507620.0,34.95,MEDIO
05001,2021,25,2021-06-21,10,0.3988,16.414,40.937,20.596,76.173,35.75,852.935,SISAIRE_DIRECTO,14.405,17.371,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.7,0.0,0.1,0.2,True,Valle de Aburrá,2507620.0,40.79,MEDIO
05001,2021,26,2021-06-28,11,0.4387,14.765,37.379,22.079,67.024,20.0,852.577,SISAIRE_DIRECTO,16.414,14.405,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.7272727272727273,0.0,0.0,0.2727272727272727,True,Valle de Aburrá,2507620.0,38.28,MEDIO
05001,2021,27,2021-07-05,9,0.3589,14.747,35.765,22.587,67.539,20.381,851.619,SISAIRE_DIRECTO,14.765,16.414,11.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.7777777777777778,0.0,0.0,0.2222222222222222,True,Valle de Aburrá,2507620.0,31.57,BAJO
05001,2021,28,2021-07-12,12,0.4785,14.355,35.092,22.665,64.419,57.513,852.139,SISAIRE_DIRECTO,14.747,14.765,9.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.5,0.0,0.0833333333333333,0.4166666666666667,True,Valle de Aburrá,2507620.0,38.53,MEDIO
05001,2021,29,2021-07-19,12,0.4785,15.219,34.059,22.705,62.707,13.932,852.159,SISAIRE_DIRECTO,14.355,14.747,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.75,0.0,0.0833333333333333,0.1666666666666666,True,Valle de Aburrá,2507620.0,40.57,MEDIO
05001,2021,30,2021-07-26,6,0.2393,16.187,37.66,22.093,69.806,29.423,852.404,SISAIRE_DIRECTO,15.219,14.355,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.5,0.0,0.1666666666666666,0.3333333333333333,True,Valle de Aburrá,2507620.0,25.38,BAJO
05001,2021,31,2021-08-02,13,0.5184,20.577,43.429,22.598,60.096,14.463,853.253,SISAIRE_DIRECTO,16.187,15.219,6.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.6153846153846154,0.0,0.0769230769230769,0.3076923076923077,True,Valle de Aburrá,2507620.0,73.23,ALTO
05001,2021,32,2021-08-09,12,0.4785,16.264,34.909,21.44,77.613,48.203,853.157,SISAIRE_DIRECTO,20.577,16.187,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.0833333333333333,0.4166666666666667,True,Valle de Aburrá,2507620.0,43.72,MEDIO
05001,2021,33,2021-08-16,13,0.5184,17.186,37.279,20.855,76.803,26.892,851.98,SISAIRE_DIRECTO,16.264,20.577,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.6153846153846154,0.0,0.0,0.3846153846153846,True,Valle de Aburrá,2507620.0,64.59,MEDIO
05001,2021,34,2021-08-23,13,0.6779,18.255,39.945,21.303,77.575,29.291,851.317,SISAIRE_DIRECTO,17.186,16.264,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.5882352941176471,0.0,0.0588235294117647,0.3529411764705882,True,Valle de Aburrá,2507620.0,69.24,ALTO
05001,2021,35,2021-08-30,12,0.4785,16.542,37.168,21.0,76.689,78.581,852.304,SISAIRE_DIRECTO,18.255,17.186,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.6666666666666666,0.0,0.0,0.3333333333333333,True,Valle de Aburrá,2507620.0,44.95,MEDIO
05001,2021,36,2021-09-06,13,0.5184,19.328,40.196,20.991,76.804,28.044,852.599,SISAIRE_DIRECTO,16.542,18.255,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,10.0,0.5384615384615384,0.0,0.1538461538461538,0.3076923076923077,True,Valle de Aburrá,2507620.0,70.31,ALTO
05001,2021,37,2021-09-13,12,0.4785,16.014,33.971,22.91,61.948,30.613,852.503,SISAIRE_DIRECTO,19.328,16.542,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,8.0,0.6666666666666666,0.0,0.0833333333333333,0.25,True,Valle de Aburrá,2507620.0,43.02,MEDIO
05001,2021,38,2021-09-20,13,0.5982,16.936,37.401,21.572,72.252,41.942,851.879,SISAIRE_DIRECTO,16.014,19.328,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.8,0.0,0.0,0.2,True,Valle de Aburrá,2507620.0,64.57,MEDIO
05001,2021,39,2021-09-27,12,0.4785,18.901,41.879,21.139,73.744,29.588,851.577,SISAIRE_DIRECTO,16.936,16.014,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.4166666666666667,0.0,0.0,0.5833333333333334,True,Valle de Aburrá,2507620.0,68.35,ALTO
05001,2021,40,2021-10-04,8,0.319,16.31,35.57,22.261,70.233,26.694,850.724,SISAIRE_DIRECTO,18.901,16.936,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,10.0,0.625,0.0,0.0,0.375,True,Valle de Aburrá,2507620.0,30.61,BAJO
05001,2021,41,2021-10-11,13,0.5184,20.426,43.039,21.166,76.2,55.467,852.049,SISAIRE_DIRECTO,16.31,18.901,8.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,8.0,0.7692307692307693,0.0,0.0769230769230769,0.1538461538461538,True,Valle de Aburrá,2507620.0,72.88,ALTO
05001,2021,42,2021-10-18,6,0.2393,17.55,39.827,21.238,73.208,39.122,852.663,SISAIRE_DIRECTO,20.426,16.31,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,8.0,0.3333333333333333,0.0,0.0,0.6666666666666666,True,Valle de Aburrá,2507620.0,46.33,MEDIO
05001,2021,43,2021-10-25,10,0.3988,19.345,42.945,20.471,78.923,70.393,852.706,SISAIRE_DIRECTO,17.55,20.426,6.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,8.0,0.8,0.0,0.1,0.1,True,Valle de Aburrá,2507620.0,65.47,MEDIO
05001,2021,44,2021-11-01,12,0.4785,16.718,38.421,21.272,74.874,6.029,851.964,SISAIRE_DIRECTO,19.345,17.55,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,10.0,0.6666666666666666,0.0,0.0833333333333333,0.25,True,Valle de Aburrá,2507620.0,45.82,MEDIO
05001,2021,45,2021-11-08,10,0.3988,20.033,43.292,20.645,79.564,71.947,851.729,SISAIRE_DIRECTO,16.718,19.345,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.6,0.0,0.1,0.3,True,Valle de Aburrá,2507620.0,66.63,ALTO
05001,2021,46,2021-11-15,9,0.3589,20.548,41.895,21.21,75.903,32.828,851.089,SISAIRE_DIRECTO,20.033,16.718,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.5555555555555556,0.0,0.1111111111111111,0.3333333333333333,True,Valle de Aburrá,2507620.0,64.07,MEDIO
05001,2021,47,2021-11-22,7,0.2791,20.356,43.038,20.374,82.732,52.711,851.637,SISAIRE_DIRECTO,20.548,20.033,9.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,12.0,0.8571428571428571,0.0,0.1428571428571428,0.0,True,Valle de Aburrá,2507620.0,55.88,MEDIO
05001,2021,48,2021-11-29,10,0.3988,18.339,41.657,21.5,77.528,38.38,851.017,SISAIRE_DIRECTO,20.356,20.548,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,11.0,0.7,0.0,0.0,0.3,True,Valle de Aburrá,2507620.0,63.07,MEDIO
05001,2021,49,2021-12-06,6,0.2393,20.185,44.562,21.983,73.042,1.032,850.78,SISAIRE_DIRECTO,18.339,20.356,10.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.3333333333333333,0.0,0.1666666666666666,0.5,True,Valle de Aburrá,2507620.0,52.86,MEDIO
05001,2021,50,2021-12-13,13,0.5184,20.47,47.752,21.126,74.744,16.234,850.974,SISAIRE_DIRECTO,20.185,18.339,6.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.4615384615384615,0.0,0.0769230769230769,0.4615384615384615,True,Valle de Aburrá,2507620.0,72.99,ALTO
05001,2021,51,2021-12-20,12,0.4785,17.98,38.733,21.881,75.03,19.529,851.655,SISAIRE_DIRECTO,20.47,20.185,13.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,8.0,0.5833333333333334,0.0,0.0,0.4166666666666667,True,Valle de Aburrá,2507620.0,65.84,MEDIO
05001,2021,52,2021-12-27,13,0.6779,19.817,38.792,21.107,79.641,16.295,851.519,SISAIRE_DIRECTO,17.98,20.47,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.7647058823529411,0.0,0.0,0.2352941176470588,True,Valle de Aburrá,2507620.0,72.86,ALTO
05001,2022,1,2022-01-03,12,0.4772,20.077,40.571,20.567,78.963,33.311,851.548,SISAIRE_DIRECTO,19.817,17.98,13.93999999999994,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.25,0.0,0.25,0.5,False,Valle de Aburrá,2514709.0,70.19,ALTO
05001,2022,2,2022-01-10,8,0.3181,16.356,34.498,20.731,73.802,30.484,852.635,SISAIRE_DIRECTO,20.077,19.817,12.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.25,0.25,False,Valle de Aburrá,2514709.0,30.51,BAJO
05001,2022,3,2022-01-17,7,0.2784,20.9,42.286,21.971,70.616,0.342,851.16,SISAIRE_DIRECTO,16.356,20.077,8.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.7142857142857143,0.0,0.0,0.2857142857142857,False,Valle de Aburrá,2514709.0,56.35,MEDIO
05001,2022,4,2022-01-24,4,0.1591,21.864,46.038,21.271,70.115,14.853,851.473,SISAIRE_DIRECTO,20.9,16.356,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.5,0.0,0.25,0.25,False,Valle de Aburrá,2514709.0,45.86,MEDIO
05001,2022,6,2022-02-07,5,0.1988,21.145,43.635,20.737,77.946,33.776,850.89,SISAIRE_DIRECTO,21.864,20.9,4.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,4.0,0.8,0.0,0.0,0.2,False,Valle de Aburrá,2514709.0,52.14,MEDIO
05001,2022,7,2022-02-14,3,0.1193,23.091,46.119,20.769,79.06,25.029,851.521,SISAIRE_DIRECTO,21.145,21.864,5.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,Valle de Aburrá,2514709.0,44.99,MEDIO
05001,2022,8,2022-02-21,7,0.2784,27.763,53.325,21.449,70.275,45.35,851.516,SISAIRE_DIRECTO,23.091,21.145,3.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.5714285714285714,0.0,0.0,0.4285714285714285,False,Valle de Aburrá,2514709.0,63.29,MEDIO
05001,2022,9,2022-02-28,6,0.2386,18.975,38.877,20.103,85.409,118.811,851.955,SISAIRE_DIRECTO,27.763,23.091,7.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,9.0,0.1666666666666666,0.0,0.0,0.8333333333333334,False,Valle de Aburrá,2514709.0,50.1,MEDIO
05001,2022,10,2022-03-07,4,0.1591,18.412,39.072,20.209,76.679,20.006,851.387,SISAIRE_DIRECTO,18.975,27.763,6.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,10.0,0.75,0.0,0.0,0.25,False,Valle de Aburrá,2514709.0,38.57,MEDIO
05001,2022,11,2022-03-14,4,0.1591,25.799,47.776,20.269,85.923,10.05,852.225,SISAIRE_DIRECTO,18.412,18.975,4.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.25,0.0,0.0,0.75,False,Valle de Aburrá,2514709.0,49.83,MEDIO
05001,2022,12,2022-03-21,5,0.1988,28.709,50.642,20.976,83.449,131.049,850.786,SISAIRE_DIRECTO,25.799,18.412,4.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,7.0,0.2,0.0,0.0,0.8,False,Valle de Aburrá,2514709.0,58.56,MEDIO
05001,2022,13,2022-03-28,5,0.1988,20.193,40.939,20.842,81.774,69.94,851.382,SISAIRE_DIRECTO,28.709,25.799,5.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,6.0,0.4,0.0,0.4,0.2,False,Valle de Aburrá,2514709.0,49.93,MEDIO
05001,2022,14,2022-04-04,5,0.1988,16.723,36.055,21.333,80.518,89.169,851.051,SISAIRE_DIRECTO,20.193,28.709,5.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.8,0.0,0.0,0.2,False,Valle de Aburrá,2514709.0,24.84,BAJO
05001,2022,15,2022-04-11,5,0.1988,19.003,36.853,22.692,71.478,18.265,850.225,SISAIRE_DIRECTO,16.723,20.193,5.0,71.1399707871351,6.40851332529118,6.03684213627426,2.24853070205861,1.74771551660494,3.01482017937117,98.6685460808805,7.42816034274497,8.13079868897787,0.0,5.0,0.8,0.0,0.0,0.2,False,Valle de Aburrá,2514709.0,47.53,MEDIO
