codigo_dane,anio,semana_epi,fecha_semana,nivel_alerta,prediccion_casos_t1,desviacion_prediccion_pct,variable_causal,media_hist_mun_sem,shap_max_value
05001,2022,34,2022-08-22,ALERTA_ROJA,9.57,258.87,casos_ira_total,2.6666666666666665,2.2723429203033447
05001,2022,35,2022-08-29,ALERTA_ROJA,11.5,155.56,casos_ira_lag1,4.5,3.657292127609253
05001,2022,36,2022-09-05,ALERTA_ROJA,10.0,172.73,casos_ira_lag1,3.6666666666666665,3.6005725860595703
05001,2022,37,2022-09-12,ALERTA_VERDE,9.74,21.75,casos_ira_lag1,8.0,3.8268914222717285
05001,2022,38,2022-09-19,ALERTA_ROJA,6.11,205.5,casos_ira_lag1,2.0,2.602324962615967
05001,2022,39,2022-09-26,ALERTA_NARANJA,4.48,34.4,casos_ira_total,3.3333333333333335,1.6040674448013306
05001,2022,40,2022-10-03,ALERTA_ROJA,6.78,93.71,casos_ira_lag1,3.5,1.597192406654358
05001,2022,41,2022-10-10,ALERTA_VERDE,5.31,18.0,casos_ira_lag1,4.5,2.2005584239959717
05001,2022,42,2022-10-17,ALERTA_VERDE,3.37,12.33,media_hist_mun_sem,3.0,0.987738311290741
05001,2022,43,2022-10-24,ALERTA_VERDE,3.67,-18.44,media_hist_mun_sem,4.5,1.1169384717941284
05001,2022,44,2022-10-31,ALERTA_VERDE,3.96,-20.8,media_hist_mun_sem,5.0,1.1941967010498047
05001,2022,45,2022-11-07,ALERTA_VERDE,4.71,-21.5,casos_ira_total,6.0,1.842598557472229
05001,2022,46,2022-11-14,ALERTA_ROJA,7.85,124.29,casos_ira_lag1,3.5,1.8038218021392822
05001,2022,47,2022-11-21,ALERTA_NARANJA,7.46,39.88,casos_ira_total,5.333333333333333,1.786450982093811
05001,2022,48,2022-11-28,ALERTA_VERDE,4.82,-19.67,casos_ira_lag1,6.0,2.121189594268799
05001,2022,49,2022-12-05,ALERTA_NARANJA,7.0,50.0,casos_ira_total,4.666666666666667,2.4646265506744385
05001,2022,50,2022-12-12,ALERTA_VERDE,8.65,15.33,casos_ira_lag1,7.5,3.4106338024139404
05001,2022,51,2022-12-19,ALERTA_VERDE,5.76,-9.05,casos_ira_lag1,6.333333333333333,1.7240924835205078
05001,2022,52,2022-12-26,ALERTA_VERDE,3.84,-54.82,media_hist_mun_sem,8.5,1.4009459018707275
05001,2023,1,2023-01-02,ALERTA_VERDE,6.33,-29.67,casos_ira_total,9.0,2.4338088035583496
05001,2023,2,2023-01-09,ALERTA_VERDE,9.33,21.7,casos_ira_lag1,7.666666666666667,3.231579542160034
05001,2023,3,2023-01-16,ALERTA_VERDE,4.93,-17.83,casos_ira_lag1,6.0,2.0635719299316406
05001,2023,4,2023-01-23,ALERTA_VERDE,2.53,-45.79,media_hist_mun_sem,4.666666666666667,1.1400803327560425
05001,2023,5,2023-01-30,ALERTA_VERDE,6.22,24.4,casos_ira_total,5.0,2.0775060653686523
05001,2023,6,2023-02-06,ALERTA_VERDE,9.09,18.57,casos_ira_lag1,7.666666666666667,2.288924217224121
05001,2023,7,2023-02-13,ALERTA_VERDE,5.86,3.41,casos_ira_total,5.666666666666667,1.9164122343063354
05001,2023,8,2023-02-20,ALERTA_VERDE,4.52,-20.24,casos_ira_lag1,5.666666666666667,1.9262137413024902
05001,2023,9,2023-02-27,ALERTA_VERDE,5.86,-20.09,media_hist_mun_sem,7.333333333333333,2.3618290424346924
05001,2023,10,2023-03-06,ALERTA_VERDE,3.66,-60.79,media_hist_mun_sem,9.333333333333334,1.6193556785583496
05001,2023,11,2023-03-13,ALERTA_VERDE,4.94,-22.0,casos_ira_total,6.333333333333333,1.9801335334777832
05001,2023,12,2023-03-20,ALERTA_VERDE,6.61,-5.57,casos_ira_lag1,7.0,1.8710546493530273
05001,2023,13,2023-03-27,ALERTA_VERDE,5.61,12.2,casos_ira_lag1,5.0,1.9346275329589844
05001,2023,14,2023-04-03,ALERTA_VERDE,5.86,-20.09,casos_ira_total,7.333333333333333,1.8519701957702637
05001,2023,15,2023-04-10,ALERTA_VERDE,7.12,-11.0,casos_ira_lag1,8.0,2.024287223815918
05001,2023,16,2023-04-17,ALERTA_VERDE,4.63,-22.83,casos_ira_lag1,6.0,2.0373079776763916
05001,2023,17,2023-04-24,ALERTA_VERDE,4.92,5.43,casos_ira_total,4.666666666666667,1.9472442865371704
05001,2023,18,2023-05-01,ALERTA_ROJA,9.4,101.43,casos_ira_lag1,4.666666666666667,2.151634693145752
05001,2023,19,2023-05-08,ALERTA_VERDE,8.14,22.1,casos_ira_lag1,6.666666666666667,3.219336986541748
05001,2023,20,2023-05-15,ALERTA_VERDE,7.21,-19.89,casos_ira_lag1,9.0,2.015535831451416
05001,2023,21,2023-05-22,ALERTA_NARANJA,7.59,51.8,casos_ira_lag1,5.0,1.9086226224899292
05001,2023,22,2023-05-29,ALERTA_VERDE,8.34,0.08,casos_ira_lag1,8.333333333333334,2.7254250049591064
05001,2023,23,2023-06-05,ALERTA_NARANJA,8.42,48.59,casos_ira_lag1,5.666666666666667,3.234452962875366
05001,2023,24,2023-06-12,ALERTA_VERDE,6.46,-7.71,casos_ira_lag1,7.0,1.8264801502227783
05001,2023,25,2023-06-19,ALERTA_VERDE,7.48,12.2,casos_ira_lag1,6.666666666666667,1.7756882905960083
05001,2023,26,2023-06-26,ALERTA_VERDE,6.9,-13.75,casos_ira_lag1,8.0,2.402674674987793
05001,2023,27,2023-07-03,ALERTA_VERDE,5.24,-31.65,casos_ira_total,7.666666666666667,1.7488234043121338
05001,2023,28,2023-07-10,ALERTA_VERDE,7.55,-21.9,casos_ira_lag1,9.666666666666666,2.586191177368164
05001,2023,29,2023-07-17,ALERTA_VERDE,4.66,-41.75,casos_ira_total,8.0,1.7134865522384644
05001,2023,30,2023-07-24,ALERTA_VERDE,5.64,-10.95,casos_ira_lag1,6.333333333333333,1.9592945575714111
05001,2023,31,2023-07-31,ALERTA_ROJA,5.84,94.67,casos_ira_lag1,3.0,2.3048596382141113
05001,2023,32,2023-08-07,ALERTA_VERDE,4.12,-22.75,casos_ira_total,5.333333333333333,1.6481717824935913
05001,2023,33,2023-08-14,ALERTA_ROJA,5.17,121.57,casos_ira_lag1,2.3333333333333335,2.555370569229126
05001,2023,34,2023-08-21,ALERTA_VERDE,3.13,17.38,media_hist_mun_sem,2.6666666666666665,0.9519622921943665
05001,2023,35,2023-08-28,ALERTA_VERDE,3.07,-31.78,media_hist_mun_sem,4.5,0.9484872817993164
05001,2023,36,2023-09-04,ALERTA_VERDE,3.23,-11.91,media_hist_mun_sem,3.6666666666666665,0.973203182220459
05001,2023,37,2023-09-11,ALERTA_VERDE,3.72,-53.5,media_hist_mun_sem,8.0,1.4342068433761597
05001,2023,38,2023-09-18,ALERTA_NARANJA,2.68,34.0,casos_ira_total,2.0,1.8416420221328735
05001,2023,39,2023-09-25,ALERTA_ROJA,5.65,69.5,casos_ira_lag1,3.3333333333333335,2.1019721031188965
05001,2023,40,2023-10-02,ALERTA_VERDE,3.46,-1.14,media_hist_mun_sem,3.5,0.9466016292572021
05001,2023,41,2023-10-09,ALERTA_VERDE,3.15,-30.0,media_hist_mun_sem,4.5,0.9042584896087646
05001,2023,42,2023-10-16,ALERTA_ROJA,6.21,107.0,casos_ira_total,3.0,1.803386926651001
05001,2023,43,2023-10-23,ALERTA_VERDE,5.82,29.33,casos_ira_lag1,4.5,2.1503231525421143
05001,2023,44,2023-10-30,ALERTA_VERDE,5.35,7.0,casos_ira_total,5.0,1.6459368467330933
05001,2023,45,2023-11-06,ALERTA_VERDE,5.85,-2.5,casos_ira_lag1,6.0,1.656614899635315
05001,2023,46,2023-11-13,ALERTA_ROJA,5.66,61.71,casos_ira_lag1,3.5,2.092341423034668
05001,2023,47,2023-11-20,ALERTA_VERDE,4.91,-7.94,casos_ira_total,5.333333333333333,1.8285950422286987
05001,2023,48,2023-11-27,ALERTA_VERDE,5.73,-4.5,casos_ira_lag1,6.0,1.5817430019378662
05001,2023,49,2023-12-04,ALERTA_VERDE,6.06,29.86,casos_ira_lag1,4.666666666666667,1.4424794912338257
05001,2023,50,2023-12-11,ALERTA_VERDE,6.85,-8.67,casos_ira_lag1,7.5,2.0302188396453857
05001,2023,51,2023-12-18,ALERTA_VERDE,5.24,-17.26,casos_ira_total,6.333333333333333,1.784064769744873
05030,2019,22,2019-05-27,ALERTA_VERDE,1.37,-31.5,humedad_avg,2.0,0.047142717987298965
05030,2019,25,2019-06-17,ALERTA_VERDE,1.2,20.0,pm25_avg,1.0,0.03363186493515968
05030,2022,16,2022-04-18,ALERTA_VERDE,1.15,-23.33,pm25_avg,1.5,0.12029538303613663
05031,2018,23,2018-06-04,ALERTA_VERDE,1.04,4.0,humedad_avg,1.0,0.031681615859270096
05031,2023,33,2023-08-14,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.03397698327898979
05034,2018,1,2018-01-01,ALERTA_VERDE,1.04,4.0,semana_cos,1.0,0.14327749609947205
05034,2018,4,2018-01-22,ALERTA_VERDE,1.03,3.0,humedad_avg,1.0,0.030425041913986206
05034,2018,24,2018-06-11,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.0313577726483345
05034,2018,52,2018-12-24,ALERTA_VERDE,1.04,4.0,semana_cos,1.0,0.14688311517238617
05040,2019,20,2019-05-13,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.03146885335445404
05040,2020,14,2020-03-30,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.030631182715296745
05040,2022,21,2022-05-23,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.03146885335445404
05040,2023,28,2023-07-10,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.03160315752029419
05042,2019,20,2019-05-13,ALERTA_VERDE,1.01,1.0,icv_score,1.0,0.0022435374557971954
05042,2019,24,2019-06-10,ALERTA_VERDE,1.04,4.0,semana_sin,1.0,0.023130809888243675
05042,2021,26,2021-06-28,ALERTA_VERDE,1.05,5.0,pm25_avg,1.0,0.03460993617773056
05042,2023,6,2023-02-06,ALERTA_VERDE,1.12,12.0,humedad_avg,1.0,0.04930904880166054
05042,2023,18,2023-05-01,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.031158829107880592
05042,2023,25,2023-06-19,ALERTA_VERDE,1.06,6.0,pm25_avg,1.0,0.033963676542043686
05044,2019,31,2019-07-29,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.0329536534845829
05044,2020,1,2019-12-30,ALERTA_VERDE,1.04,4.0,semana_cos,1.0,0.14564919471740723
05044,2022,17,2022-04-25,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.030035389587283134
05045,2018,3,2018-01-15,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.0321347676217556
05045,2019,2,2019-01-07,ALERTA_VERDE,1.04,4.0,semana_cos,1.0,0.06458938866853714
05045,2019,31,2019-07-29,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.0329536534845829
05045,2019,32,2019-08-05,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.03397698327898979
05045,2019,35,2019-08-26,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.03397698327898979
05045,2020,27,2020-06-29,ALERTA_VERDE,1.06,6.0,pm25_avg,1.0,0.034850891679525375
05051,2019,20,2019-05-13,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.03146885335445404
05055,2022,45,2022-11-07,ALERTA_VERDE,1.04,0.0,pm25_avg,,0.033143676817417145
05079,2018,4,2018-01-22,ALERTA_VERDE,1.03,3.0,humedad_avg,1.0,0.03121660090982914
05079,2018,25,2018-06-18,ALERTA_VERDE,1.06,6.0,humedad_avg,1.0,0.032718416303396225
05079,2019,3,2019-01-14,ALERTA_VERDE,1.04,4.0,humedad_avg,1.0,0.03475387394428253
05079,2019,4,2019-01-21,ALERTA_VERDE,1.04,4.0,humedad_avg,1.0,0.034400638192892075
05079,2019,18,2019-04-29,ALERTA_VERDE,0.99,-1.0,humedad_avg,1.0,0.03311166912317276
05079,2022,29,2022-07-18,ALERTA_VERDE,1.04,4.0,humedad_avg,1.0,0.032718416303396225
05079,2022,32,2022-08-08,ALERTA_ROJA,2.07,107.0,desviacion_vs_historico,1.0,0.6392078399658203
05079,2023,3,2023-01-16,ALERTA_VERDE,1.18,18.0,humedad_avg,1.0,0.036784689873456955
05079,2023,12,2023-03-20,ALERTA_NARANJA,1.47,47.0,pm25_avg,1.0,0.3614290654659271
05079,2023,18,2023-05-01,ALERTA_NARANJA,1.36,36.0,pm25_lag1,1.0,0.5307492017745972
05079,2023,43,2023-10-23,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.06408262252807617
05088,2018,9,2018-02-26,ALERTA_VERDE,1.12,12.0,pm25_avg,1.0,0.072278693318367
05088,2018,15,2018-04-09,ALERTA_VERDE,0.97,-35.33,icv_score,1.5,0.0022435374557971954
05088,2018,18,2018-04-30,ALERTA_VERDE,0.9,-40.0,semana_sin,1.5,0.005725713912397623
05088,2018,20,2018-05-14,ALERTA_VERDE,1.41,-29.5,desviacion_vs_historico,2.0,0.5541216731071472
05088,2018,21,2018-05-21,ALERTA_VERDE,1.2,-20.0,pm25_lag1,1.5,0.13835065066814423
05088,2018,22,2018-05-28,ALERTA_VERDE,1.05,5.0,pm25_avg,1.0,0.06291762739419937
05088,2018,24,2018-06-11,ALERTA_VERDE,1.42,-29.0,humedad_avg,2.0,0.07382088899612427
05088,2018,27,2018-07-02,ALERTA_NARANJA,2.13,42.0,pm25_lag1,1.5,0.23626264929771423
05088,2018,28,2018-07-09,ALERTA_VERDE,1.95,-51.25,media_hist_mun_sem,4.0,0.7705256938934326
05088,2018,31,2018-07-30,ALERTA_NARANJA,1.46,46.0,pm25_lag1,1.0,0.14734363555908203
05088,2018,33,2018-08-13,ALERTA_NARANJA,1.5,50.0,pm25_lag1,1.0,0.22641324996948242
05088,2018,34,2018-08-20,ALERTA_VERDE,1.43,-4.67,pm25_avg,1.5,0.0572977140545845
05088,2018,35,2018-08-27,ALERTA_VERDE,1.23,23.0,pm25_avg,1.0,0.05976758524775505
05088,2018,37,2018-09-10,ALERTA_VERDE,1.43,-4.67,pm25_avg,1.5,0.058271780610084534
05088,2018,38,2018-09-17,ALERTA_NARANJA,1.38,38.0,pm25_avg,1.0,0.11070246249437332
05088,2018,40,2018-10-01,ALERTA_NARANJA,1.59,59.0,pm25_lag1,1.0,0.18480367958545685
05088,2018,41,2018-10-08,ALERTA_VERDE,1.39,-44.4,pm25_avg,2.5,0.0269633699208498
05088,2018,46,2018-11-12,ALERTA_VERDE,1.58,5.33,pm25_lag1,1.5,0.28568601608276367
05088,2018,47,2018-11-19,ALERTA_VERDE,1.45,-27.5,pm25_avg,2.0,0.10254103690385818
05088,2018,48,2018-11-26,ALERTA_VERDE,1.23,-18.0,pm25_avg,1.5,0.10629380494356155
05088,2018,49,2018-12-03,ALERTA_VERDE,1.04,4.0,humedad_avg,1.0,0.06091495230793953
05088,2018,50,2018-12-10,ALERTA_NARANJA,1.49,49.0,pm25_lag1,1.0,0.2718476355075836
05088,2019,1,2018-12-31,ALERTA_VERDE,1.2,20.0,semana_cos,1.0,0.14926205575466156
05088,2019,2,2019-01-07,ALERTA_NARANJA,1.49,49.0,pm25_lag1,1.0,0.1901974231004715
05088,2019,3,2019-01-14,ALERTA_VERDE,0.76,-62.0,desviacion_vs_historico,2.0,0.1741020530462265
05088,2019,5,2019-01-28,ALERTA_NARANJA,1.45,45.0,pm25_lag1,1.0,0.23644961416721344
05088,2019,6,2019-02-04,ALERTA_VERDE,1.28,-36.0,desviacion_vs_historico,2.0,0.05252276733517647
05088,2019,8,2019-02-18,ALERTA_VERDE,1.17,17.0,pm25_avg,1.0,0.0810394287109375
05088,2019,10,2019-03-04,ALERTA_VERDE,1.29,-35.5,desviacion_vs_historico,2.0,0.3046474754810333
05088,2019,11,2019-03-11,ALERTA_VERDE,0.82,-59.0,icv_score,2.0,0.0022435374557971954
05088,2019,13,2019-03-25,ALERTA_NARANJA,1.39,39.0,pm25_lag1,1.0,0.4240480959415436
05088,2019,14,2019-04-01,ALERTA_VERDE,1.19,19.0,pm25_avg,1.0,0.14573100209236145
05088,2019,16,2019-04-15,ALERTA_VERDE,1.76,-12.0,pm25_lag1,2.0,0.18685877323150635
05088,2019,17,2019-04-22,ALERTA_VERDE,2.54,-15.33,media_hist_mun_sem,3.0,0.819431483745575
05088,2019,18,2019-04-29,ALERTA_VERDE,1.94,29.33,pm25_avg,1.5,0.08198391646146774
05088,2019,19,2019-05-06,ALERTA_VERDE,1.75,-12.5,pm25_lag1,2.0,0.22335511445999146
05088,2019,20,2019-05-13,ALERTA_VERDE,1.78,-11.0,pm25_avg,2.0,0.081727534532547
05088,2019,21,2019-05-20,ALERTA_VERDE,1.69,12.67,pm25_avg,1.5,0.1083626076579094
05088,2019,22,2019-05-27,ALERTA_VERDE,1.11,11.0,semana_sin,1.0,0.02518041990697384
05088,2019,23,2019-06-03,ALERTA_VERDE,1.44,-28.0,humedad_avg,2.0,0.08983786404132843
05088,2019,25,2019-06-17,ALERTA_VERDE,1.82,-9.0,pm25_lag1,2.0,0.24318677186965942
05088,2019,26,2019-06-24,ALERTA_VERDE,1.28,28.0,pm25_avg,1.0,0.10439605265855789
05088,2019,27,2019-07-01,ALERTA_VERDE,1.4,-6.67,pm25_lag1,1.5,0.18616820871829987
05088,2019,30,2019-07-22,ALERTA_VERDE,1.53,-23.5,pm25_lag1,2.0,0.20269893109798431
05088,2019,32,2019-08-05,ALERTA_VERDE,1.89,-5.5,pm25_lag1,2.0,0.5666159987449646
05088,2019,33,2019-08-12,ALERTA_NARANJA,1.33,33.0,pm25_avg,1.0,0.10508085042238235
05088,2019,34,2019-08-19,ALERTA_VERDE,1.14,-24.0,pm25_avg,1.5,0.037004679441452026
05088,2019,35,2019-08-26,ALERTA_NARANJA,1.53,53.0,pm25_lag1,1.0,0.2646225690841675
05088,2019,37,2019-09-09,ALERTA_VERDE,1.12,-25.33,pm25_avg,1.5,0.05754310265183449
05088,2019,40,2019-09-30,ALERTA_VERDE,0.81,-19.0,humedad_avg,1.0,0.04852961003780365
05088,2019,41,2019-10-07,ALERTA_VERDE,1.4,-44.0,pm25_lag1,2.5,0.5602120757102966
05088,2019,46,2019-11-11,ALERTA_NARANJA,2.13,42.0,pm25_lag1,1.5,0.6887136697769165
05088,2019,47,2019-11-18,ALERTA_VERDE,1.61,-19.5,pm25_avg,2.0,0.10188344866037369
05088,2019,48,2019-11-25,ALERTA_VERDE,1.53,2.0,humedad_avg,1.5,0.07167933136224747
05088,2019,50,2019-12-09,ALERTA_VERDE,1.2,20.0,semana_cos,1.0,0.06703830510377884
05088,2019,51,2019-12-16,ALERTA_VERDE,3.32,-17.0,media_hist_mun_sem,4.0,1.1678744554519653
05088,2019,52,2019-12-23,ALERTA_VERDE,1.72,-14.0,semana_cos,2.0,0.11761777848005295
05088,2020,1,2019-12-30,ALERTA_ROJA,1.89,89.0,semana_cos,1.0,0.30135998129844666
05088,2020,3,2020-01-13,ALERTA_VERDE,1.4,-30.0,pm25_avg,2.0,0.12584395706653595
05088,2020,4,2020-01-20,ALERTA_VERDE,1.19,19.0,pm25_avg,1.0,0.05916903167963028
05088,2020,6,2020-02-03,ALERTA_VERDE,1.12,-44.0,desviacion_vs_historico,2.0,0.21050791442394257
05088,2020,8,2020-02-17,ALERTA_ROJA,1.66,66.0,pm25_lag1,1.0,0.24755236506462097
05088,2020,10,2020-03-02,ALERTA_VERDE,1.68,-16.0,pm25_lag1,2.0,0.2563311457633972
05088,2020,15,2020-04-06,ALERTA_VERDE,1.73,15.33,pm25_lag1,1.5,0.06831125915050507
05088,2022,11,2022-03-14,ALERTA_VERDE,1.37,-31.5,desviacion_vs_historico,2.0,0.24819917976856232
05088,2022,13,2022-03-28,ALERTA_ROJA,1.93,93.0,pm25_lag1,1.0,0.6905259490013123
05088,2022,14,2022-04-04,ALERTA_VERDE,1.08,8.0,icv_score,1.0,0.0022435374557971954
05088,2022,15,2022-04-11,ALERTA_VERDE,1.14,-24.0,pm25_avg,1.5,0.02179783210158348
05088,2022,16,2022-04-18,ALERTA_VERDE,1.3,-35.0,desviacion_vs_historico,2.0,0.29277175664901733
05088,2022,18,2022-05-02,ALERTA_VERDE,1.07,-28.67,icv_score,1.5,0.0022435374557971954
05088,2022,19,2022-05-09,ALERTA_VERDE,1.04,-48.0,desviacion_vs_historico,2.0,0.1741940826177597
05088,2022,20,2022-05-16,ALERTA_VERDE,1.12,-44.0,icv_score,2.0,0.0022435374557971954
05088,2022,21,2022-05-23,ALERTA_NARANJA,2.08,38.67,desviacion_vs_historico,1.5,0.6974455714225769
05088,2022,23,2022-06-06,ALERTA_VERDE,1.5,-25.0,pm25_avg,2.0,0.048647478222846985
05088,2022,25,2022-06-20,ALERTA_VERDE,1.59,-20.5,desviacion_vs_historico,2.0,0.10343927890062332
05088,2022,26,2022-06-27,ALERTA_VERDE,1.22,22.0,semana_sin,1.0,0.01876947656273842
05088,2022,27,2022-07-04,ALERTA_VERDE,1.24,-17.33,semana_sin,1.5,0.004020024556666613
05088,2022,30,2022-07-25,ALERTA_VERDE,1.2,-40.0,desviacion_vs_historico,2.0,0.16774891316890717
05088,2022,31,2022-08-01,ALERTA_VERDE,1.11,11.0,semana_sin,1.0,0.016568657010793686
05088,2022,32,2022-08-08,ALERTA_VERDE,1.28,-36.0,semana_sin,2.0,0.0028142468072474003
05088,2022,33,2022-08-15,ALERTA_ROJA,2.21,121.0,desviacion_vs_historico,1.0,0.7009723782539368
05088,2022,34,2022-08-22,ALERTA_VERDE,1.24,-17.33,pm25_avg,1.5,0.05600273236632347
05088,2022,36,2022-09-05,ALERTA_VERDE,1.54,-3.37,semana_sin,1.59375,0.052808526903390884
05088,2022,40,2022-10-03,ALERTA_NARANJA,1.35,35.0,pm25_avg,1.0,0.08510557562112808
05088,2022,45,2022-11-07,ALERTA_VERDE,1.05,-34.12,pm25_avg,1.59375,0.07968807220458984
05088,2022,46,2022-11-14,ALERTA_VERDE,1.4,-6.67,pm25_avg,1.5,0.1496059149503708
05088,2022,47,2022-11-21,ALERTA_VERDE,1.24,-38.0,desviacion_vs_historico,2.0,0.16196320950984955
05088,2022,48,2022-11-28,ALERTA_VERDE,1.11,-26.0,pm25_avg,1.5,0.10827479511499405
05088,2022,51,2022-12-19,ALERTA_VERDE,2.65,-33.75,media_hist_mun_sem,4.0,1.127199649810791
05088,2023,1,2023-01-02,ALERTA_NARANJA,1.58,58.0,semana_cos,1.0,0.3456573486328125
05088,2023,2,2023-01-09,ALERTA_VERDE,1.11,11.0,pm25_avg,1.0,0.10837829858064651
05088,2023,4,2023-01-23,ALERTA_VERDE,1.11,11.0,pm25_avg,1.0,0.052947696298360825
05088,2023,9,2023-02-27,ALERTA_VERDE,1.23,23.0,pm25_avg,1.0,0.11666712909936905
05088,2023,10,2023-03-06,ALERTA_VERDE,1.62,-19.0,pm25_lag1,2.0,0.2087298333644867
05088,2023,12,2023-03-20,ALERTA_VERDE,1.31,-17.8,humedad_avg,1.59375,0.07962013781070709
05088,2023,14,2023-04-03,ALERTA_NARANJA,1.42,42.0,pm25_lag1,1.0,0.46349358558654785
05088,2023,15,2023-04-10,ALERTA_VERDE,0.91,-39.33,pm25_lag1,1.5,0.013159367255866528
05088,2023,18,2023-05-01,ALERTA_VERDE,1.12,-25.33,pm25_avg,1.5,0.08559718728065491
05088,2023,19,2023-05-08,ALERTA_VERDE,1.11,-44.5,desviacion_vs_historico,2.0,0.19668184220790863
05088,2023,21,2023-05-22,ALERTA_VERDE,1.07,-28.67,pm25_avg,1.5,0.09715375304222107
05088,2023,32,2023-08-07,ALERTA_VERDE,1.15,-42.5,desviacion_vs_historico,2.0,0.20178425312042236
05088,2023,35,2023-08-28,ALERTA_VERDE,1.11,11.0,pm25_avg,1.0,0.05808187648653984
05088,2023,42,2023-10-16,ALERTA_VERDE,1.23,-22.82,desviacion_vs_historico,1.59375,0.12502358853816986
05088,2023,48,2023-11-27,ALERTA_VERDE,1.45,-3.33,pm25_avg,1.5,0.15081502497196198
05088,2023,49,2023-12-04,ALERTA_VERDE,1.23,23.0,pm25_avg,1.0,0.05786202847957611
05101,2018,31,2018-07-30,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.0321049690246582
05101,2018,46,2018-11-12,ALERTA_VERDE,1.09,9.0,humedad_avg,1.0,0.05839152634143829
05107,2018,40,2018-10-01,ALERTA_VERDE,1.15,15.0,pm25_avg,1.0,0.0330372154712677
05107,2019,50,2019-12-09,ALERTA_VERDE,1.04,4.0,semana_cos,1.0,0.06458938866853714
05113,2020,14,2020-03-30,ALERTA_VERDE,1.0,0.0,humedad_avg,1.0,0.030631182715296745
05120,2018,43,2018-10-22,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.033143676817417145
05120,2018,45,2018-11-05,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.033143676817417145
05129,2018,6,2018-02-05,ALERTA_VERDE,0.99,-1.0,humedad_avg,1.0,0.03165807947516441
05129,2018,47,2018-11-19,ALERTA_VERDE,0.99,-1.0,humedad_avg,1.0,0.04411693289875984
05129,2019,16,2019-04-15,ALERTA_VERDE,1.19,19.0,pm25_lag1,1.0,0.12692545354366302
05129,2019,19,2019-05-06,ALERTA_VERDE,0.99,-1.0,pm25_avg,1.0,0.012589273042976856
05129,2019,20,2019-05-13,ALERTA_VERDE,0.99,-1.0,pm25_avg,1.0,0.01346022542566061
05129,2019,21,2019-05-20,ALERTA_VERDE,0.99,-1.0,pm25_avg,1.0,0.01346022542566061
05129,2020,3,2020-01-13,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.034794121980667114
05129,2020,6,2020-02-03,ALERTA_VERDE,0.74,-26.0,semana_sin,1.0,0.04000698775053024
05129,2022,14,2022-04-04,ALERTA_VERDE,1.05,5.0,pm25_lag1,1.0,0.0843506008386612
05129,2022,24,2022-06-13,ALERTA_VERDE,1.05,5.0,pm25_avg,1.0,0.0656292662024498
05138,2018,47,2018-11-19,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.03276217356324196
05138,2019,12,2019-03-18,ALERTA_VERDE,1.01,1.0,icv_score,1.0,0.0022435374557971954
05147,2019,21,2019-05-20,ALERTA_VERDE,1.0,0.0,pm25_avg,1.0,0.01346022542566061
05148,2018,27,2018-07-02,ALERTA_VERDE,1.05,5.0,pm25_avg,1.0,0.034850891679525375
05148,2018,30,2018-07-23,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.0329536534845829
05148,2018,34,2018-08-20,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.03397698327898979
05148,2018,46,2018-11-12,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.033143676817417145
05148,2018,49,2018-12-03,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.034538671374320984
05148,2022,48,2022-11-28,ALERTA_VERDE,1.03,3.0,pm25_avg,1.0,0.032120343297719955
05148,2023,40,2023-10-02,ALERTA_VERDE,1.14,14.0,pm25_avg,1.0,0.0330372154712677
05154,2018,30,2018-07-23,ALERTA_VERDE,1.04,4.0,pm25_avg,1.0,0.0329536534845829
05154,2019,15,2019-04-08,ALERTA_VERDE,1.01,1.0,icv_score,1.0,0.0022435374557971954
05154,2019,25,2019-06-17,ALERTA_VERDE,1.06,6.0,humedad_avg,1.0,0.0342928022146225
05154,2019,26,2019-06-24,ALERTA_VERDE,1.06,6.0,humedad_avg,1.0,0.0342928022146225
05154,2019,32,2019-08-05,ALERTA_VERDE,1.04,4.0,icv_score,1.0,0.0022435374557971954
